%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
CONTRADICTION	 ( dog:A_dog ( is ( near ( red:the_red_ball the:in_the_air ) ) ) ) 	 ( dog:A_dog ( ( is ( far ( from red:the_red_ball ) ) ) the:in_the_air ) ) 	3.6	1046
NEUTRAL	 ( dog:A_dog ( is ( ( jumping the:in_the_air ) ( to ( catch ( a ball:red_ball ) ) ) ) ) ) 	 ( dog:A_dog ( is ( near ( ( the ball:red_ball ) the:in_the_air ) ) ) ) 	4.2	1047
ENTAILMENT	 ( dog:A_dog_,_which_is_small_, ( is ( ( playing tirelessly ) the:on_the_green_grass ) ) ) 	 ( dog:A_dog_,_which_is_small_, ( is ( playing the:on_the_green_grass ) ) ) 	4.7	1048
NEUTRAL	 ( dog:A_dog_,_which_is_small_, ( is ( playing ( on green:the_green_grass ) ) ) ) 	 ( dog:A_dog_,_which_is_small_, ( is ( ( running out ) ( of green:the_green_grass ) ) ) ) 	3.9	1049
NEUTRAL	 ( ( ( ( ( A dog ) , ) ( which ( is small ) ) ) , ) ( is ( playing ( on ( the ( green grass ) ) ) ) ) ) 	 ( ( A ( small kid ) ) ( is ( playing ( with ( ( a ( green ( toy dog ) ) ) ( on ( the grass ) ) ) ) ) ) ) 	2.8	1050
NEUTRAL	 ( ( ( ( dog:A_dog , ) ( which ( is small ) ) ) , ) ( is ( ( running out ) ( of ( the ( green grass ) ) ) ) ) ) 	 ( dog:A_dog ( is ( near ( ( the ( red ball ) ) ( in ( the air ) ) ) ) ) ) 	2.6	1052
NEUTRAL	 ( ( A dog ) ( is ( near ( ( the ( red ball ) ) ( in ( the air ) ) ) ) ) ) 	 ( ( A ( small kid ) ) ( is ( playing ( with ( ( a ( green ( toy dog ) ) ) ( on ( the grass ) ) ) ) ) ) ) 	1.8	1053
NEUTRAL	 ( ( ( ( dog:A_dog , ) ( which ( is small ) ) ) , ) ( is ( playing ( on ( the ( green grass ) ) ) ) ) ) 	 ( dog:A_dog ( is ( near ( ( ( ( ( a ball ) colored ) ( in red ) ) , ) ( which ( is ( in ( the air ) ) ) ) ) ) ) ) 	2.4	1054
NEUTRAL	 ( dog:A_dog ( ( is ( far ( from ( the ( red ball ) ) ) ) ) ( in ( the air ) ) ) ) 	 ( ( ( ( dog:A_dog , ) ( which ( is small ) ) ) , ) ( is ( playing ( on ( the ( green grass ) ) ) ) ) ) 	2	1055
NEUTRAL	 ( dog:A_dog ( is ( near ( ( the ( red ball ) ) ( in ( the air ) ) ) ) ) ) 	 ( ( ( ( dog:A_dog , ) ( which ( is small ) ) ) , ) ( is ( playing ( on ( the ( green grass ) ) ) ) ) ) 	2.7	1057
ENTAILMENT	 ( ( A man ) riding:is_riding_a_motorbike_in_the_event_related_to_motocross ) 	 ( ( A person ) riding:is_riding_a_motorbike_in_the_event_related_to_motocross ) 	4.4	1061
NEUTRAL	 ( ( The person ) ( is ( riding ( motorbike:a_motorbike ( on ( a ( sandy track ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( ( riding motorbike:a_motorbike ) ( in ( ( the event ) ( related ( to motocross ) ) ) ) ) ) ) 	3.6	1064
NEUTRAL	 ( There ( is ( ( no person ) ( ( riding motorbike:a_motorbike ) ( in ( ( the event ) ( related ( to motocross ) ) ) ) ) ) ) ) 	 ( ( The person ) ( is ( riding ( motorbike:a_motorbike ( on ( a ( sandy track ) ) ) ) ) ) ) 	3.565	1065
NEUTRAL	 ( ( A person ) ( is ( ( riding motorbike:a_motorbike ) ( in ( ( the event ) ( related ( to motocross ) ) ) ) ) ) ) 	 ( ( The person ) ( ( is n't ) ( riding ( motorbike:a_motorbike ( on ( a ( sandy track ) ) ) ) ) ) ) 	3.3	1068
NEUTRAL	 ( ( A ( motorbike rider ) ) ( is ( jumping ( over ( ( a person ) ( on ( a ( sandy track ) ) ) ) ) ) ) ) 	 ( ( A person ) ( is ( ( riding ( a motorbike ) ) ( in ( ( the event ) ( related ( to motocross ) ) ) ) ) ) ) 	3.3	1069
CONTRADICTION	 ( young:The_young_girl_with_a_pink_shirt ( ( is peacefully ) on:lying_on_the_grass ) ) 	 ( young:The_young_girl_with_a_pink_shirt ( ( ( is n't ) peacefully ) on:lying_on_the_grass ) ) 	4.5	1074
NEUTRAL	 ( ( A girl ) ( ( ( is ( ( wearing ( a ( pink shirt ) ) ) ( with ( ( white writing ) ( on it ) ) ) ) ) and ) ( is ( lying ( in grass:the_grass ) ) ) ) ) 	 ( ( ( The ( young girl ) ) ( with ( a ( shirt ( dyed pink ) ) ) ) ) ( ( is peacefully ) ( lying ( on grass:the_grass ) ) ) ) 	4.1	1076
NEUTRAL	 ( ( ( The ( young girl ) ) ( with ( a ( pink shirt ) ) ) ) ( ( is peacefully ) ( lying the:on_the_grass ) ) ) 	 ( ( A girl ) ( ( ( is naked ) and ) ( is ( standing the:on_the_grass ) ) ) ) 	3.3	1080
ENTAILMENT	 ( ( ( A dog ) ( of ( large size ) ) ) running:is_running_on_the_grass_with_a_tennis_ball_in_its_mouth ) 	 ( ( A ( large dog ) ) running:is_running_on_the_grass_with_a_tennis_ball_in_its_mouth ) 	4.7	1082
CONTRADICTION	 ( There ( is ( ( no dog:large_dog ) on:running_on_the_grass_with_a_tennis_ball_in_its_mouth ) ) ) 	 ( ( A dog:large_dog ) ( is on:running_on_the_grass_with_a_tennis_ball_in_its_mouth ) ) 	3.5	1083
NEUTRAL	 ( ( A ( large dog ) ) ( is ( running ( on ( grass:the_grass ( with ( ( a ball:tennis_ball ) ( in mouth:its_mouth ) ) ) ) ) ) ) ) 	 ( ( A ( large ball:tennis_ball ) ) ( is ( being ( used ( to ( teach ( a ( dog ( to ( ( ( run ( in grass:the_grass ) ) and ) ( ( catch it ) ( with mouth:its_mouth ) ) ) ) ) ) ) ) ) ) ) ) 	3.8	1084
NEUTRAL	 ( ( ( ( ( A dog ) , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( is ( ( ( carrying ( ( a ball ) its:in_its_mouth ) ) and ) ( running ( across ( the grass ) ) ) ) ) ) 	 ( ( A ( large ( , ( gray ball ) ) ) ) ( is ( hitting ( ( ( a ( running dog ) ) , ) ( which ( is ( carrying ( ( some grass ) its:in_its_mouth ) ) ) ) ) ) ) ) 	3.1	1087
NEUTRAL	 ( ( A ( large dog ) ) ( is ( running ( on ( grass:the_grass ( with ( ( a ( tennis ball ) ) its:in_its_mouth ) ) ) ) ) ) ) 	 ( ( ( ( ( A dog ) , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( ( is difficultly ) ( ( ( carrying ( ( a ball ) its:in_its_mouth ) ) and ) ( running ( across grass:the_grass ) ) ) ) ) 	4.2	1088
NEUTRAL	 ( ( A ( large ( , ( gray ball ) ) ) ) ( is ( hitting ( ( ( a ( running dog ) ) , ) ( which ( is ( carrying ( ( some grass ) its:in_its_mouth ) ) ) ) ) ) ) ) 	 ( ( A ( large dog ) ) ( is ( running ( on ( ( the grass ) ( with ( ( a ( tennis ball ) ) its:in_its_mouth ) ) ) ) ) ) ) 	2.45	1090
NEUTRAL	 ( ( ( ( dog:A_dog , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( is ( ( ( carrying ( ( a ball ) its:in_its_mouth ) ) and ) ( running ( across grass:the_grass ) ) ) ) ) 	 ( ( dog:A_dog ( of ( large size ) ) ) ( is ( running ( on ( grass:the_grass ( with ( ( a ( tennis ball ) ) its:in_its_mouth ) ) ) ) ) ) ) 	4.2	1091
NEUTRAL	 ( ( ( ( ( A dog ) , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( is ( ( ( carrying ( ( a ball ) its:in_its_mouth ) ) and ) ( running ( across grass:the_grass ) ) ) ) ) 	 ( There ( is ( ( no ( large dog ) ) ( running ( on ( grass:the_grass ( with ( ( a ( tennis ball ) ) its:in_its_mouth ) ) ) ) ) ) ) ) 	3.4	1092
NEUTRAL	 ( ( A ( large ( tennis ball ) ) ) ( is ( being ( used ( to ( teach ( a ( dog ( to ( ( ( run ( in grass:the_grass ) ) and ) ( ( catch it ) ( with mouth:its_mouth ) ) ) ) ) ) ) ) ) ) ) ) 	 ( ( ( ( ( A dog ) , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( is ( ( ( carrying ( ( a ball ) ( in mouth:its_mouth ) ) ) and ) ( running ( across grass:the_grass ) ) ) ) ) 	3.2	1093
ENTAILMENT	 ( ( ( ( ( A dog ) , ) ( which ( is ( ( large and ) gray ) ) ) ) , ) ( is ( ( ( carrying ( ( a ball ) its:in_its_mouth ) ) and ) ( running ( across grass:the_grass ) ) ) ) ) 	 ( ( A ( large dog ) ) ( is ( running ( on ( grass:the_grass ( with ( ( a ( tennis ball ) ) its:in_its_mouth ) ) ) ) ) ) ) 	4.4	1094
ENTAILMENT	 ( man:A_man ( is ( opening ( ( a ( small package ) ) contains:that_contains_headphones ) ) ) ) 	 ( man:A_man ( is ( opening ( ( a package ) contains:that_contains_headphones ) ) ) ) 	4.9	1095
NEUTRAL	 ( man:A_man ( is ( opening ( package:a_package ( that ( contains headphones ) ) ) ) ) ) 	 ( ( man:A_man ( who ( is ( wearing headphones ) ) ) ) ( is ( opening package:a_package ) ) ) 	2.9	1097
CONTRADICTION	 ( There ( is ( ( no woman ) a:riding_a_horse ) ) ) 	 ( ( A woman ) ( is a:riding_a_horse ) ) 	2.8	1099
NEUTRAL	 ( ( ( A man ) ( who ( is ( wearing headphones ) ) ) ) ( is ( opening ( a package ) ) ) ) 	 ( ( A woman ) ( is ( riding ( a horse ) ) ) ) 	1.2	1104
NEUTRAL	 ( ( A woman ) ( is ( riding ( a horse ) ) ) ) 	 ( ( A man ) ( is ( opening ( ( a package ) ( that ( contains headphones ) ) ) ) ) ) 	1.1	1105
NEUTRAL	 ( man:A_man ( is ( opening ( package:a_package ( that ( contains headphones ) ) ) ) ) ) 	 ( ( man:A_man ( who ( is ( wearing headphones ) ) ) ) ( is ( opening package:a_package ) ) ) 	2.8	1108
ENTAILMENT	 ( man:A_man ( is ( ( ( singing and ) playing ) guitar:the_guitar ) ) ) 	 ( man:A_man ( is ( ( ( singing ( a song ) ) and ) ( playing guitar:the_guitar ) ) ) ) 	4.9	1109
NEUTRAL	 ( man:A_man ( is ( ( ( singing ( a song ) ) and ) ( playing ( the guitar ) ) ) ) ) 	 ( man:A_man ( is ( opening ( ( a package ) ( that ( contains headphones ) ) ) ) ) ) 	1.2	1111
NEUTRAL	 ( ( A man ) ( is ( opening ( ( a package ) ( that ( contains headphones ) ) ) ) ) ) 	 ( There ( is ( no ( man ( ( ( singing and ) playing ) ( the guitar ) ) ) ) ) ) 	1.2	1112
NEUTRAL	 ( man:A_man ( is ( ( ( singing and ) playing ) ( the guitar ) ) ) ) 	 ( ( man:A_man ( who ( is ( wearing headphones ) ) ) ) ( is ( opening ( a package ) ) ) ) 	1.9	1115
ENTAILMENT	 ( dog:A_dog ( is ( riding ( skateboard:a_skateboard ( in ( a park ) ) ) ) ) ) 	 ( dog:A_dog ( is ( riding skateboard:a_skateboard ) ) ) 	4.3	1117
CONTRADICTION	 ( ( A dog ) ( is a:riding_a_skateboard ) ) 	 ( There ( is ( ( no dog ) a:riding_a_skateboard ) ) ) 	3.5	1118
CONTRADICTION	 ( ( A dog ) ( is a:riding_a_skateboard ) ) 	 ( There ( is ( ( no dog ) a:riding_a_skateboard ) ) ) 	3.2	1120
CONTRADICTION	 ( There ( is ( ( no dog ) a:riding_a_skateboard ) ) ) 	 ( ( A dog ) ( is a:riding_a_skateboard ) ) 	3.8	1122
NEUTRAL	 ( ( A fish ) ( is ( hunting ( for ( ( a turtle ) ( in ( the sea ) ) ) ) ) ) ) 	 ( ( A ( sea turtle ) ) ( is ( hunting ( for fish ) ) ) ) 	3.9	1128
ENTAILMENT	 ( turtle:The_turtle ( is ( following ( the ( red fish ) ) ) ) ) 	 ( turtle:The_turtle ( is ( following ( the fish ) ) ) ) 	4.6	1129
NEUTRAL	 ( ( A ( sea turtle ) ) ( is ( hunting ( for fish ) ) ) ) 	 ( ( The turtle ) ( ( is n't ) ( following ( the fish ) ) ) ) 	3.2	1133
NEUTRAL	 ( ( The turtle ) ( is ( following ( the fish ) ) ) ) 	 ( ( A ( sea turtle ) ) ( is ( hunting ( for food ) ) ) ) 	3.9	1135
NEUTRAL	 ( ( A woman ) ( is ( dipping ( ( a shrimp ) ( in batter ) ) ) ) ) 	 ( ( The car ) ( is ( being ( driven ( by ( a man ) ) ) ) ) ) 	1.4	1145
NEUTRAL	 ( ( A woman ) ( is ( dipping ( ( a shrimp ) ( in batter ) ) ) ) ) 	 ( ( A man ) ( is ( driving ( a car ) ) ) ) 	1	1147
CONTRADICTION	 ( There ( is ( ( no man ) a:playing_a_guitar ) ) ) 	 ( ( A man ) ( is a:playing_a_guitar ) ) 	2.8	1149
NEUTRAL	 ( There ( is ( ( no man ) ( playing ( a piano ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( a guitar ) ) ) ) 	2.5	1153
NEUTRAL	 ( man:A_man ( is ( ( playing ( a guitar ) ) ( under ( a windows ) ) ) ) ) 	 ( man:A_man ( is ( playing ( a piano ) ) ) ) 	2.4	1154
NEUTRAL	 ( There ( is ( ( no man ) ( playing ( a guitar ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( a piano ) ) ) ) 	3.2	1155
ENTAILMENT	 ( woman:A_woman ( is ( ingredients:adding_ingredients ( to ( a ( big bowl ) ) ) ) ) ) 	 ( woman:A_woman ( is ( ingredients:adding_ingredients ( to ( a bowl ) ) ) ) ) 	4.6	1157
NEUTRAL	 ( woman:A_woman ( is ( ( cracking ( some eggs ) ) ( into ( a container ) ) ) ) ) 	 ( woman:A_woman ( is ( ( adding ingredients ) ( to ( a bowl ) ) ) ) ) 	4.3	1161
NEUTRAL	 ( woman:A_woman ( is ( ( cracking ( some eggs ) ) ( outside bowl:a_bowl ) ) ) ) 	 ( woman:A_woman ( is ( ( adding ingredients ) ( to bowl:a_bowl ) ) ) ) 	3.5	1162
ENTAILMENT	 ( woman:A_woman ( is ( ( cracking ( some eggs ) ) ( into bowl:a_bowl ) ) ) ) 	 ( woman:A_woman ( is ( ( adding ingredients ) ( to bowl:a_bowl ) ) ) ) 	4.1	1165
CONTRADICTION	 ( There ( is ( ( no woman ) a:slicing_a_carrot ) ) ) 	 ( ( A woman ) ( is a:slicing_a_carrot ) ) 	4.1	1167
CONTRADICTION	 ( There ( is ( ( no woman ) a:slicing_a_potato ) ) ) 	 ( ( A woman ) ( is a:slicing_a_potato ) ) 	3.9	1169
NEUTRAL	 ( woman:A_woman ( is ( cooking prawns ) ) ) 	 ( woman:A_woman ( is ( boiling shrimps ) ) ) 	4.1	1175
NEUTRAL	 ( woman:A_woman ( is ( boiling shrimps ) ) ) 	 ( woman:A_woman ( is ( arranging ( her hair ) ) ) ) 	1.2	1179
NEUTRAL	 ( ( A woman ) ( is ( boiling shrimps ) ) ) 	 ( There ( is ( ( no woman ) ( combing ( her hair ) ) ) ) ) 	1	1180
NEUTRAL	 ( woman:A_woman ( ( is not ) ( boiling shrimps ) ) ) 	 ( woman:A_woman ( is ( combing ( her hair ) ) ) ) 	1.5	1182
ENTAILMENT	 ( man:A_man_and_a_woman ( are ( hiking a:through_a_wooded_area ) ) ) 	 ( man:A_man_and_a_woman ( are ( walking a:through_a_wooded_area ) ) ) 	4.5	1184
ENTAILMENT	 ( man:A_man_and_a_woman ( are ( ( walking together ) ( through ( wooded areas ) ) ) ) ) 	 ( man:A_man_and_a_woman ( are ( walking ( through ( a ( wooded area ) ) ) ) ) ) 	4.5	1188
NEUTRAL	 ( man:A_man_and_a_woman ( are ( ( walking together ) ( through ( the woods ) ) ) ) ) 	 ( man:A_man_and_a_woman ( are ( walking ( through ( a ( desert area ) ) ) ) ) ) 	3.8	1191
ENTAILMENT	 ( man:A_man ( is ( making ( ( a speech ) a:on_a_podium ) ) ) ) 	 ( man:A_man ( is ( speaking a:on_a_podium ) ) ) 	4.8	1193
CONTRADICTION	 ( ( A man ) ( is on:speaking_on_a_podium ) ) 	 ( There ( is ( ( no man ) on:speaking_on_a_podium ) ) ) 	3	1194
ENTAILMENT	 ( ( A man ) ( is ( speaking ( on ( a podium ) ) ) ) ) 	 ( ( A podium ) ( is ( where ( ( a man ) ( is speaking ) ) ) ) ) 	4.8	1195
NEUTRAL	 ( man:A_man ( is ( tanking ( on ( stage:a_stage ( in ( front ( of ( a crowd ) ) ) ) ) ) ) ) ) 	 ( man:A_man ( is ( speaking ( on stage:a_stage ) ) ) ) 	3.4	1196
NEUTRAL	 ( ( A man ) ( is ( speaking ( on ( a podium ) ) ) ) ) 	 ( There ( is ( ( no man ) ( speaking ( on ( a stage ) ) ) ) ) ) 	3.4	1200
NEUTRAL	 ( man:A_man ( is ( making ( ( a speech ) ( on ( a podium ) ) ) ) ) ) 	 ( man:A_man ( is ( speaking ( on ( a stage ) ) ) ) ) 	4.1	1202
NEUTRAL	 ( man:A_man ( is ( speaking ( on ( a stage ) ) ) ) ) 	 ( man:A_man ( is ( speaking ( on ( a podium ) ) ) ) ) 	4.3	1205
ENTAILMENT	 ( woman:A_woman ( is ( talking ( on ( a ( telephonic device ) ) ) ) ) ) 	 ( woman:A_woman ( is ( talking ( on ( a telephone ) ) ) ) ) 	4.7	1206
CONTRADICTION	 ( woman:A_woman ( ( is not ) on:talking_on_a_telephone ) ) 	 ( woman:A_woman ( is on:talking_on_a_telephone ) ) 	3.5	1207
NEUTRAL	 ( ( A woman ) ( is ( talking ( on ( a ( telephonic device ) ) ) ) ) ) 	 ( ( Two boys ) ( are ( talking ( on ( the phone ) ) ) ) ) 	2.5	1212
NEUTRAL	 ( ( A woman ) ( ( is not ) ( talking ( on ( a telephone ) ) ) ) ) 	 ( ( Two boys ) ( are ( talking ( on ( the phone ) ) ) ) ) 	2.8	1213
NEUTRAL	 ( ( A woman ) ( is ( talking ( on ( a telephone ) ) ) ) ) 	 ( ( Two boys ) ( are ( talking ( on ( the phone ) ) ) ) ) 	3.1	1214
NEUTRAL	 ( monkey:A_monkey ( is ( wading ( through ( a marsh ) ) ) ) ) 	 ( monkey:A_monkey ( is ( wading ( through ( a river ) ) ) ) ) 	4	1215
NEUTRAL	 ( ( A ( small monkey ) ) ( is ( walking ( in ( the river ) ) ) ) ) 	 ( ( A monkey ) ( is ( wading ( through ( a marsh ) ) ) ) ) 	3.9	1219
NEUTRAL	 ( ( A monkey ) ( is ( wading ( through ( a river ) ) ) ) ) 	 ( ( A ( small monkey ) ) ( is ( walking ( through water ) ) ) ) 	4.3	1221
NEUTRAL	 ( ( A ( small monkey ) ) ( is ( walking ( through water ) ) ) ) 	 ( There ( is ( ( no monkey ) ( wading ( through ( a marsh ) ) ) ) ) ) 	3.7	1222
CONTRADICTION	 ( ( A man ) ( is a:slicing_a_tomato ) ) 	 ( There ( is ( ( no man ) a:slicing_a_tomato ) ) ) 	3.3	1227
NEUTRAL	 ( man:A_man ( is ( slicing ( a ( red tomato ) ) ) ) ) 	 ( man:A_man ( is ( slicing ( a bun ) ) ) ) 	3.2	1228
NEUTRAL	 ( man:A_man ( is ( cutting ( a bun ) ) ) ) 	 ( man:A_man ( is ( slicing ( a tomato ) ) ) ) 	2.9	1230
NEUTRAL	 ( woman:A_woman ( is ( ( ( dancing and ) singing ) ( with ( other women ) ) ) ) ) 	 ( woman:A_woman ( is ( performing ( in ( the rain ) ) ) ) ) 	3.4	1239
NEUTRAL	 ( There ( is ( ( no woman ) ( and:dancing_and_singing ( in ( the rain ) ) ) ) ) ) 	 ( ( A woman ) ( is ( and:dancing_and_singing ( with ( other women ) ) ) ) ) 	3.1	1240
ENTAILMENT	 ( woman:A_woman ( is ( removing ( ( the peel ) ( of potato:a_potato ) ) ) ) ) 	 ( woman:A_woman ( is ( peeling potato:a_potato ) ) ) 	4.9	1242
NEUTRAL	 ( ( A man ) ( is ( slicing ( a ( red tomato ) ) ) ) ) 	 ( ( A woman ) ( is ( slicing ( a tomato ) ) ) ) 	3.1	1244
NEUTRAL	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	 ( ( A man ) ( is ( slicing ( a ( red tomato ) ) ) ) ) 	2.3	1246
NEUTRAL	 ( woman:A_woman ( is ( removing ( ( the peel ) ( of ( a potato ) ) ) ) ) ) 	 ( woman:A_woman ( is ( slicing ( a tomato ) ) ) ) 	3.2	1248
NEUTRAL	 ( ( A woman ) ( is ( slicing ( a tomato ) ) ) ) 	 ( There ( is ( ( no woman ) ( peeling ( a potato ) ) ) ) ) 	1.8	1249
ENTAILMENT	 ( woman:A_woman ( is ( amalgamating eggs ) ) ) 	 ( woman:A_woman ( is ( mixing eggs ) ) ) 	4.5	1251
NEUTRAL	 ( ( The ( hungry woman ) ) ( is eating ) ) 	 ( ( A woman ) ( is ( mixing eggs ) ) ) 	2.5	1255
NEUTRAL	 ( ( The woman ) ( is eating ) ) 	 ( ( A woman ) ( is ( mixing eggs ) ) ) 	2.2	1259
ENTAILMENT	 ( band:A_band ( is ( performing ( on ( a stage ) ) ) ) ) 	 ( band:A_band ( is ( playing onstage ) ) ) 	4.9	1268
CONTRADICTION	 ( There ( is ( ( no man ) mixing ) ) ) 	 ( ( A man ) ( is mixing ) ) 	3.7	1270
NEUTRAL	 ( man:A_man ( is ( arranging ( the garden ) ) ) ) 	 ( man:A_man ( is ( mowing ( a lawn ) ) ) ) 	3	1271
NEUTRAL	 ( man:A_man ( is mixing ) ) 	 ( man:A_man ( is ( arranging ( the garden ) ) ) ) 	1.5	1273
NEUTRAL	 ( man:A_man ( is mixing ) ) 	 ( man:A_man ( ( is not ) ( mowing ( a lawn ) ) ) ) 	1.9	1274
NEUTRAL	 ( man:A_man ( is ( shaking ( a drink ) ) ) ) 	 ( man:A_man ( is ( mowing ( a lawn ) ) ) ) 	1.6	1275
NEUTRAL	 ( There ( is ( ( no man ) mixing ) ) ) 	 ( ( A man ) ( is ( mowing ( a lawn ) ) ) ) 	1.2	1276
ENTAILMENT	 ( man:A_man ( is ( walking ( in ( a yard ) ) ) ) ) 	 ( man:A_man ( is ( walking outside ) ) ) 	4.1	1280
NEUTRAL	 ( man:A_man ( is dancing ) ) 	 ( man:A_man ( is ( walking ( in ( a yard ) ) ) ) ) 	2.2	1282
NEUTRAL	 ( There ( is ( ( no man ) ( walking outside ) ) ) ) 	 ( ( A man ) ( is dancing ) ) 	1.6	1283
NEUTRAL	 ( man:A_man ( is ( moving gracefully ) ) ) 	 ( man:A_man ( is ( walking outside ) ) ) 	3.2	1284
ENTAILMENT	 ( ( A ( black cat ) ) swinging:is_swinging_on_a_fan ) 	 ( ( A cat ) swinging:is_swinging_on_a_fan ) 	4.5	1287
NEUTRAL	 ( cat:A_cat ( is ( swinging ( on ( a fan ) ) ) ) ) 	 ( cat:A_cat ( is ( stuck ( on ( ( a ( ceiling fan ) ) ( that ( is moving ) ) ) ) ) ) ) 	4.1	1291
ENTAILMENT	 ( cat:A_cat ( is ( playing ( on ( a ( moving ( ceiling fan ) ) ) ) ) ) ) 	 ( cat:A_cat ( is ( swinging ( on ( a fan ) ) ) ) ) 	4.635	1292
NEUTRAL	 ( ( A ( black cat ) ) ( is ( swinging ( on ( a fan ) ) ) ) ) 	 ( ( A cat ) ( is ( stuck ( on ( a ( moving ( ceiling fan ) ) ) ) ) ) ) 	3.8	1293
CONTRADICTION	 ( ( A cat ) ( is ( stuck ( on ( a ( moving ( ceiling fan ) ) ) ) ) ) ) 	 ( There ( is ( ( no cat ) ( swinging ( on ( a fan ) ) ) ) ) ) 	2.8	1294
CONTRADICTION	 ( ( A man ) ( is flute:playing_flute ) ) 	 ( There ( is ( ( no man ) flute:playing_flute ) ) ) 	3.5	1297
NEUTRAL	 ( ( A man ) ( is ( playing flute ) ) ) 	 ( There ( is ( ( no man ) ( playing soccer ) ) ) ) 	1.3	1303
NEUTRAL	 ( man:A_man ( is ( ( making music ) ( with ( a flute ) ) ) ) ) 	 ( man:A_man ( is ( playing soccer ) ) ) 	1.1	1305
NEUTRAL	 ( man:A_man ( is ( playing flute ) ) ) 	 ( man:A_man ( is ( playing soccer ) ) ) 	1.7	1308
ENTAILMENT	 ( person:A_person ( is ( performing ( a ( card trick ) ) ) ) ) 	 ( person:A_person ( is ( ( doing ( a trick ) ) ( with ( some cards ) ) ) ) ) 	4.8	1311
NEUTRAL	 ( ( A person ) ( is ( performing ( a ( card trick ) ) ) ) ) 	 ( ( A man ) ( is ( frying ( a tortilla ) ) ) ) 	1	1317
ENTAILMENT	 ( boy:A_boy ( is ( a:spanking_a_man ( with ( a ( plastic sword ) ) ) ) ) ) 	 ( boy:A_boy ( is ( a:spanking_a_man ( with ( a ( toy weapon ) ) ) ) ) ) 	4.5	1318
NEUTRAL	 ( boy:A_boy ( is ( ( spanking ( a man ) ) a:with_a_plastic_sword ) ) ) 	 ( boy:A_boy ( is ( ( spanking ( a woman ) ) a:with_a_plastic_sword ) ) ) 	3.5	1319
ENTAILMENT	 ( ( A boy ) ( is ( ( whacking ( a man ) ) ( with ( a sword ) ) ) ) ) 	 ( ( A man ) ( is ( being ( hit ( by ( ( a kid ) ( with ( a weapon ) ) ) ) ) ) ) ) 	4.4	1321
NEUTRAL	 ( ( A man ) ( is ( ( whacking ( a boy ) ) ( with ( a sword ) ) ) ) ) 	 ( ( A boy ) ( is ( ( spanking ( a man ) ) ( with ( a ( plastic sword ) ) ) ) ) ) 	3.5	1326
NEUTRAL	 ( boy:A_boy ( is ( ( whacking ( a man ) ) ( with ( a sword ) ) ) ) ) 	 ( boy:A_boy ( is ( ( spanking ( a woman ) ) ( with ( a ( plastic sword ) ) ) ) ) ) 	3.5	1328
NEUTRAL	 ( ( A boy ) ( is ( ( whacking ( a man ) ) ( with ( a sword ) ) ) ) ) 	 ( ( A man ) ( is ( ( spanking ( a boy ) ) ( with ( a ( plastic sword ) ) ) ) ) ) 	3.3	1329
ENTAILMENT	 ( ( The lady ) ( is ( measuring ( ( the ankle ) ( of woman:another_woman ) ) ) ) ) 	 ( ( A woman ) ( is ( being ( measured ( by woman:another_woman ) ) ) ) ) 	4.4	1335
NEUTRAL	 ( ( The woman ) ( is ( measuring ( a man ) ) ) ) 	 ( ( The lady ) ( is ( measuring ( ( the ankle ) ( of ( another woman ) ) ) ) ) ) 	3	1336
CONTRADICTION	 ( There ( is ( ( no man ) a:making_a_phone_call ) ) ) 	 ( ( A man ) ( is a:making_a_phone_call ) ) 	3.4	1341
ENTAILMENT	 ( man:A_man ( is ( talking a:on_a_cell_phone ) ) ) 	 ( man:A_man ( is ( making ( ( a call ) a:on_a_cell_phone ) ) ) ) 	4.8	1342
NEUTRAL	 ( man:A_man ( is ( talking ( on ( a ( cell phone ) ) ) ) ) ) 	 ( man:A_man ( is ( making ( a ( phone call ) ) ) ) ) 	4.3	1344
NEUTRAL	 ( man:A_man ( is ( ( hanging up ) ( the phone ) ) ) ) 	 ( man:A_man ( is ( making ( a ( phone call ) ) ) ) ) 	3.8	1345
NEUTRAL	 ( man:A_man ( is ( making ( ( a call ) ( on ( a ( cell phone ) ) ) ) ) ) ) 	 ( man:A_man ( is ( talking ( on ( the phone ) ) ) ) ) 	4.2	1346
CONTRADICTION	 ( There ( is ( ( no dog ) from:rolling_from_side_to_side ) ) ) 	 ( ( A dog ) ( is from:rolling_from_side_to_side ) ) 	3.8	1350
CONTRADICTION	 ( There ( is ( no ( puppy rolling ) ) ) ) 	 ( ( A puppy ) ( ( is repeatedly ) ( ( rolling ( from side ) ) ( to ( side ( on ( its back ) ) ) ) ) ) ) 	3.8	1352
NEUTRAL	 ( ( A dog ) ( is ( ( rolling ( from side ) ) ( to side ) ) ) ) 	 ( There ( is ( no ( puppy rolling ) ) ) ) 	3.6	1354
